# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon May 30 01:49:21 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_bmassprov,pl_orbeccen,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,sy_dist
Kepler-1705 b,Kepler-1705,1,2,Transit,2014,9.03502000,2.030,4.47000,Mass,0.033000,,6312.00,1.26,1.14,-0.200,[Fe/H],1633.4900000
Kepler-1705 c,Kepler-1705,1,2,Transit,2021,11.28000000,2.050,5.42000,Mass,0.028000,,6312.00,1.26,1.14,-0.200,[Fe/H],1633.4900000
Kepler-1708 b,Kepler-1708,1,1,Transit,2021,737.11310000,9.960,1462.01067,Mass,0.400000,,6157.00,1.12,1.09,0.000,[Fe/H],1666.6900000
Kepler-1709 b,Kepler-1709,1,1,Transit,2021,65.70459747,3.124,9.93000,M-R relationship,0.000000,,5918.00,1.04,1.00,-0.040,[Fe/H],273.9460000
Kepler-171 b,Kepler-171,1,3,Transit,2014,4.16697200,2.340,6.08000,M-R relationship,0.000000,,5642.00,0.84,0.91,0.110,[M/H],863.8550000
Kepler-171 c,Kepler-171,1,3,Transit,2014,11.46346200,2.560,7.08000,M-R relationship,0.000000,,5642.00,0.84,0.91,0.110,[M/H],863.8550000
Kepler-171 d,Kepler-171,1,3,Transit,2014,39.59551900,1.890,4.23000,M-R relationship,0.000000,,5642.00,0.84,0.91,0.110,[M/H],863.8550000
Kepler-1710 b,Kepler-1710,1,1,Transit,2021,14.91110039,3.197,10.30000,M-R relationship,0.000000,,5650.00,0.90,0.93,-0.040,[Fe/H],305.1930000
Kepler-1711 b,Kepler-1711,1,1,Transit,2021,21.06080055,1.923,4.36000,M-R relationship,0.000000,,5706.00,1.03,0.94,0.000,[Fe/H],590.2680000
Kepler-1712 b,Kepler-1712,1,1,Transit,2021,13.81499958,2.284,5.83000,M-R relationship,0.000000,,3732.00,0.51,0.52,0.020,[Fe/H],156.2640000
Kepler-1713 b,Kepler-1713,1,1,Transit,2021,18.01160049,1.717,3.59000,M-R relationship,0.000000,,6477.00,1.46,1.30,0.100,[Fe/H],295.2930000
Kepler-1714 b,Kepler-1714,1,1,Transit,2021,10.27530003,3.264,10.70000,M-R relationship,0.000000,,6150.00,2.09,1.45,0.220,[Fe/H],409.4600000
Kepler-1715 b,Kepler-1715,1,1,Transit,2021,35.59730148,4.140,16.00000,M-R relationship,0.000000,,6212.00,1.21,1.08,-0.040,[Fe/H],522.6050000
Kepler-1716 b,Kepler-1716,1,1,Transit,2021,35.58100128,2.425,6.46000,M-R relationship,0.000000,,4894.00,0.68,0.75,-0.240,[Fe/H],195.4390000
Kepler-1717 b,Kepler-1717,1,1,Transit,2021,30.65279961,2.989,9.21000,M-R relationship,0.000000,,6200.00,1.64,1.16,-0.060,[Fe/H],1008.7900000
Kepler-1718 b,Kepler-1718,1,1,Transit,2021,135.18800350,2.569,7.12000,M-R relationship,0.000000,,5731.00,0.91,0.85,-0.320,[Fe/H],375.5220000
Kepler-1719 b,Kepler-1719,1,1,Transit,2021,6.14955997,3.950,14.80000,M-R relationship,0.000000,,5687.00,1.77,1.08,0.040,[Fe/H],905.4060000
Kepler-172 b,Kepler-172,1,4,Transit,2014,2.94030900,2.350,6.12000,M-R relationship,0.000000,,5526.00,1.08,1.00,0.230,[Fe/H],828.5920000
Kepler-172 c,Kepler-172,1,4,Transit,2014,6.38899600,2.860,8.55000,M-R relationship,0.000000,,5526.00,1.08,1.00,0.230,[Fe/H],828.5920000
Kepler-172 d,Kepler-172,1,4,Transit,2014,14.62711900,2.250,5.69000,M-R relationship,0.000000,,5526.00,1.08,1.00,0.230,[Fe/H],828.5920000
Kepler-172 e,Kepler-172,1,4,Transit,2014,35.11873600,2.760,8.05000,M-R relationship,0.000000,,5526.00,1.08,1.00,0.230,[Fe/H],828.5920000
Kepler-1720 b,Kepler-1720,1,1,Transit,2021,12.70639992,3.216,10.40000,M-R relationship,0.000000,,5573.00,0.84,0.94,-0.040,[Fe/H],629.4450000
Kepler-1721 b,Kepler-1721,1,1,Transit,2021,4.59238005,3.119,9.90000,M-R relationship,0.000000,,5351.00,0.80,0.89,-0.040,[Fe/H],641.3740000
Kepler-1722 b,Kepler-1722,1,1,Transit,2021,9.17856979,2.867,8.58000,M-R relationship,0.000000,,5506.00,0.79,0.88,-0.200,[Fe/H],772.2830000
Kepler-1723 b,Kepler-1723,1,1,Transit,2021,39.75289917,2.880,8.65000,M-R relationship,0.000000,,6072.00,1.01,0.96,-0.300,[Fe/H],811.2780000
Kepler-1724 b,Kepler-1724,1,1,Transit,2021,6.45442009,2.837,8.43000,M-R relationship,0.000000,,6092.00,0.94,1.02,-0.220,[Fe/H],1060.7700000
Kepler-1725 b,Kepler-1725,1,1,Transit,2021,16.71990013,2.813,8.31000,M-R relationship,0.000000,,6020.00,1.08,1.05,0.000,[Fe/H],558.6520000
Kepler-1726 b,Kepler-1726,1,1,Transit,2021,18.39629936,2.509,6.84000,M-R relationship,0.000000,,5316.00,0.80,0.88,0.000,[Fe/H],390.5520000
Kepler-1727 b,Kepler-1727,1,1,Transit,2021,9.02929974,3.173,10.20000,M-R relationship,0.000000,,5349.00,0.82,0.82,-0.120,[Fe/H],894.1870000
Kepler-1728 b,Kepler-1728,1,1,Transit,2021,4.78299999,2.955,9.04000,M-R relationship,0.000000,,5170.00,0.81,0.89,0.180,[Fe/H],651.7830000
Kepler-1729 b,Kepler-1729,1,1,Transit,2021,4.22097015,3.894,14.40000,M-R relationship,0.000000,,3837.00,0.52,0.54,-0.060,[Fe/H],576.1810000
Kepler-173 b,Kepler-173,1,2,Transit,2014,4.26374200,1.290,2.21000,M-R relationship,0.000000,,6031.00,0.95,0.79,0.036,[M/H],833.1650000
Kepler-173 c,Kepler-173,1,2,Transit,2014,8.00577700,2.430,6.48000,M-R relationship,0.000000,,6031.00,0.95,0.79,0.036,[M/H],833.1650000
Kepler-1730 b,Kepler-1730,1,1,Transit,2021,13.81019974,4.485,18.40000,M-R relationship,0.000000,,5942.00,1.14,1.01,-0.040,[Fe/H],1427.0800000
Kepler-1731 b,Kepler-1731,1,1,Transit,2021,21.76129913,2.933,8.92000,M-R relationship,0.000000,,4859.00,0.72,0.78,0.000,[Fe/H],169.9480000
Kepler-1732 b,Kepler-1732,1,1,Transit,2021,32.31240082,4.099,15.70000,M-R relationship,0.000000,,5821.00,1.49,1.04,0.040,[Fe/H],1289.4100000
Kepler-1733 b,Kepler-1733,1,1,Transit,2021,9.22957993,3.636,12.80000,M-R relationship,0.000000,,6320.00,1.25,1.27,0.240,[Fe/H],2080.5100000
Kepler-1734 b,Kepler-1734,1,1,Transit,2021,6.79685020,3.089,9.74000,M-R relationship,0.000000,,6061.00,0.97,1.05,-0.100,[Fe/H],1482.8300000
Kepler-1735 b,Kepler-1735,1,1,Transit,2021,7.71792984,1.194,1.84000,M-R relationship,0.000000,,3975.00,0.51,0.54,-0.340,[Fe/H],245.3030000
Kepler-1736 b,Kepler-1736,1,1,Transit,2021,37.81029892,3.877,14.30000,M-R relationship,0.000000,,6085.00,0.97,0.98,-0.280,[Fe/H],1430.0000000
Kepler-1737 b,Kepler-1737,1,1,Transit,2021,64.61750031,5.395,25.10000,M-R relationship,0.000000,,5043.00,0.88,0.83,0.300,[Fe/H],
Kepler-1738 b,Kepler-1738,1,1,Transit,2021,7.67463016,2.825,8.37000,M-R relationship,0.000000,,6063.00,1.00,1.08,-0.020,[Fe/H],1302.8700000
Kepler-1739 b,Kepler-1739,1,1,Transit,2021,7.34370995,2.431,6.48000,M-R relationship,0.000000,,5757.00,0.76,0.86,-0.500,[Fe/H],783.6660000
Kepler-174 b,Kepler-174,1,3,Transit,2014,13.98179000,1.960,4.50000,M-R relationship,0.000000,,4880.00,0.62,0.60,-0.440,[M/H],384.7570000
Kepler-174 c,Kepler-174,1,3,Transit,2014,44.00052900,1.490,2.83000,M-R relationship,0.000000,,4880.00,0.62,0.60,-0.440,[M/H],384.7570000
Kepler-174 d,Kepler-174,1,3,Transit,2014,247.35373000,2.190,5.43000,M-R relationship,0.000000,,4880.00,0.62,0.60,-0.440,[M/H],384.7570000
Kepler-1740 b,Kepler-1740,1,1,Transit,2021,8.17240047,3.323,11.00000,M-R relationship,0.000000,,5705.00,0.91,0.94,-0.060,[Fe/H],1061.7700000
Kepler-1741 b,Kepler-1741,1,1,Transit,2021,2.75759006,1.273,2.16000,M-R relationship,0.000000,,3683.00,0.42,0.45,-0.220,[Fe/H],270.7390000
Kepler-1742 b,Kepler-1742,1,1,Transit,2021,49.47819901,2.178,5.38000,M-R relationship,0.000000,,5776.00,0.85,0.94,-0.180,[Fe/H],669.5730000
Kepler-1743 b,Kepler-1743,1,1,Transit,2021,7.64971018,1.599,3.18000,M-R relationship,0.000000,,5855.00,1.61,1.27,0.400,[Fe/H],538.8070000
Kepler-1744 b,Kepler-1744,1,1,Transit,2021,37.10110092,3.768,13.60000,M-R relationship,0.000000,,5986.00,0.85,0.89,-0.500,[Fe/H],1091.6300000
Kepler-1745 b,Kepler-1745,1,1,Transit,2021,3.01619005,1.929,4.38000,M-R relationship,0.000000,,5611.00,1.40,0.99,0.160,[Fe/H],996.1050000
Kepler-1746 b,Kepler-1746,1,1,Transit,2021,321.21200560,8.935,59.10000,M-R relationship,0.000000,,6018.00,1.29,1.09,0.060,[Fe/H],979.5410000
Kepler-1747 b,Kepler-1747,1,1,Transit,2021,6.23031998,4.265,16.80000,M-R relationship,0.000000,,5477.00,0.86,0.98,0.210,[Fe/H],1321.3800000
Kepler-1748 b,Kepler-1748,1,1,Transit,2021,5.82352018,2.713,7.81000,M-R relationship,0.000000,,5774.00,0.86,0.92,-0.220,[Fe/H],1083.2800000
Kepler-1749 b,Kepler-1749,1,1,Transit,2021,14.53409958,1.613,3.23000,M-R relationship,0.000000,,3957.00,0.55,0.55,-0.160,[Fe/H],268.2000000
Kepler-175 b,Kepler-175,1,2,Transit,2014,11.90351500,2.560,7.08000,M-R relationship,0.000000,,6064.00,1.01,1.12,0.100,[Fe/H],1312.3400000
Kepler-175 c,Kepler-175,1,2,Transit,2014,34.03525700,3.100,9.80000,M-R relationship,0.000000,,6064.00,1.01,1.12,0.100,[Fe/H],1312.3400000
Kepler-1750 b,Kepler-1750,1,1,Transit,2021,205.91200260,6.004,30.10000,M-R relationship,0.000000,,5644.00,0.97,0.98,0.140,[Fe/H],1497.3300000
Kepler-1751 b,Kepler-1751,1,1,Transit,2021,7.01731014,1.824,3.98000,M-R relationship,0.000000,,6052.00,0.97,0.97,-0.260,[Fe/H],1291.4700000
Kepler-1752 b,Kepler-1752,1,1,Transit,2021,56.35850143,4.541,18.70000,M-R relationship,0.000000,,5446.00,0.82,0.82,-0.200,[Fe/H],962.8880000
Kepler-1753 b,Kepler-1753,1,1,Transit,2021,16.00460052,2.227,5.59000,M-R relationship,0.000000,,5180.00,0.77,0.86,0.000,[Fe/H],707.6880000
Kepler-1754 b,Kepler-1754,1,1,Transit,2021,8.19594955,2.440,6.53000,M-R relationship,0.000000,,4723.00,0.75,0.73,0.080,[Fe/H],718.9450000
Kepler-1755 b,Kepler-1755,1,1,Transit,2021,24.81209946,5.917,29.40000,M-R relationship,0.000000,,6086.00,0.92,1.00,-0.260,[Fe/H],982.3830000
Kepler-1756 b,Kepler-1756,1,1,Transit,2021,2.35575008,1.472,2.77000,M-R relationship,0.000000,,4915.00,0.81,0.78,0.160,[Fe/H],
Kepler-1757 b,Kepler-1757,1,1,Transit,2021,19.65640068,2.947,8.99000,M-R relationship,0.000000,,5288.00,0.74,0.83,-0.240,[Fe/H],807.3080000
Kepler-1758 b,Kepler-1758,1,1,Transit,2021,9.97721004,2.571,7.13000,M-R relationship,0.000000,,5557.00,1.62,1.03,0.160,[Fe/H],1588.4100000
Kepler-1759 b,Kepler-1759,1,1,Transit,2021,3.72023010,0.904,0.67600,M-R relationship,0.000000,,5017.00,0.80,0.76,-0.020,[Fe/H],385.3480000
Kepler-176 b,Kepler-176,1,4,Transit,2014,5.43307400,1.430,2.63000,M-R relationship,0.000000,,5232.00,0.89,0.79,0.160,[Fe/H],527.3210000
Kepler-176 c,Kepler-176,1,4,Transit,2014,12.75971200,2.600,23.00000,Mass,0.000000,,5232.00,0.89,0.79,0.160,[Fe/H],527.3210000
Kepler-176 d,Kepler-176,1,4,Transit,2014,25.75197400,2.510,15.20000,Mass,0.000000,,5232.00,0.89,0.79,0.160,[Fe/H],527.3210000
Kepler-176 e,Kepler-176,1,4,Transit,2016,51.16579000,1.450,2.70000,M-R relationship,0.000000,,5295.00,0.83,0.87,0.030,[Fe/H],527.3210000
Kepler-1760 b,Kepler-1760,1,1,Transit,2021,38.32609940,2.290,5.86000,M-R relationship,0.000000,,5229.00,0.90,0.82,0.080,[Fe/H],
Kepler-1761 b,Kepler-1761,1,1,Transit,2021,4.04354000,1.391,2.51000,M-R relationship,0.000000,,3871.00,0.53,0.57,0.070,[Fe/H],221.1860000
Kepler-1762 b,Kepler-1762,1,1,Transit,2021,29.53910065,2.760,8.05000,M-R relationship,0.000000,,6572.00,1.24,1.30,0.070,[Fe/H],1663.7400000
Kepler-1763 b,Kepler-1763,1,1,Transit,2021,1.48028004,1.147,1.59000,M-R relationship,0.000000,,5897.00,1.26,1.03,0.020,[Fe/H],756.4860000
Kepler-1764 b,Kepler-1764,1,1,Transit,2021,70.46829987,4.555,18.80000,M-R relationship,0.000000,,6461.00,1.13,1.16,-0.140,[Fe/H],1542.4800000
Kepler-1765 b,Kepler-1765,1,1,Transit,2021,10.41889954,2.495,6.78000,M-R relationship,0.000000,,5692.00,1.06,0.95,0.040,[Fe/H],764.4560000
Kepler-1766 b,Kepler-1766,1,1,Transit,2021,105.01499940,2.279,5.81000,M-R relationship,0.000000,,5868.00,1.04,0.92,-0.220,[Fe/H],501.2290000
Kepler-1767 b,Kepler-1767,1,1,Transit,2021,59.65829849,3.013,9.34000,M-R relationship,0.000000,,5243.00,0.83,0.89,0.140,[Fe/H],820.5060000
Kepler-1768 b,Kepler-1768,1,1,Transit,2021,15.13589954,2.233,5.62000,M-R relationship,0.000000,,6050.00,1.57,1.24,0.140,[Fe/H],632.7660000
Kepler-1769 b,Kepler-1769,1,1,Transit,2021,89.19349670,4.465,18.20000,M-R relationship,0.000000,,6071.00,1.29,1.06,-0.060,[Fe/H],438.4120000
Kepler-177 b,Kepler-177,1,2,Transit,2013,36.86010000,3.500,5.84000,Mass,0.000000,,5732.00,1.32,0.92,-0.110,[Fe/H],1435.4400000
Kepler-177 c,Kepler-177,1,2,Transit,2013,49.40926000,8.730,14.70000,Mass,0.000000,,5732.00,1.32,0.92,-0.110,[Fe/H],1435.4400000
Kepler-1770 b,Kepler-1770,1,1,Transit,2021,16.84189987,2.841,8.45000,M-R relationship,0.000000,,5602.00,1.01,0.94,0.100,[Fe/H],582.9420000
Kepler-1771 b,Kepler-1771,1,1,Transit,2021,88.64399719,4.055,15.50000,M-R relationship,0.000000,,5661.00,0.93,0.94,0.000,[Fe/H],565.7520000
Kepler-1772 b,Kepler-1772,1,1,Transit,2021,3.21509004,2.686,7.68000,M-R relationship,0.000000,,5541.00,0.93,0.94,0.120,[Fe/H],871.5640000
Kepler-1773 b,Kepler-1773,1,1,Transit,2021,40.80970001,3.505,12.10000,M-R relationship,0.000000,,6183.00,1.30,1.24,0.260,[Fe/H],681.2550000
Kepler-1774 b,Kepler-1774,1,1,Transit,2021,59.77080154,3.182,10.20000,M-R relationship,0.000000,,6214.00,1.12,1.10,-0.020,[Fe/H],816.5920000
Kepler-1775 b,Kepler-1775,1,1,Transit,2021,85.65399933,3.648,12.90000,M-R relationship,0.000000,,5818.00,1.65,1.15,0.240,[Fe/H],657.0230000
Kepler-1776 b,Kepler-1776,1,1,Transit,2021,35.01190186,2.612,7.33000,M-R relationship,0.000000,,5872.00,1.15,1.04,0.100,[Fe/H],690.3360000
Kepler-1777 b,Kepler-1777,1,1,Transit,2021,12.18420029,2.132,5.19000,M-R relationship,0.000000,,5771.00,1.07,0.98,0.060,[Fe/H],619.1460000
Kepler-1778 b,Kepler-1778,1,1,Transit,2021,10.08740044,3.017,9.36000,M-R relationship,0.000000,,6310.00,1.09,1.14,-0.060,[Fe/H],1276.2900000
Kepler-1779 b,Kepler-1779,1,1,Transit,2021,16.34359932,3.033,9.44000,M-R relationship,0.000000,,5730.00,1.06,1.01,0.160,[Fe/H],908.5010000
Kepler-178 b,Kepler-178,1,3,Transit,2014,9.57669400,2.900,8.75000,M-R relationship,0.000000,,5676.00,1.07,0.94,0.180,[Fe/H],716.0250000
Kepler-178 c,Kepler-178,1,3,Transit,2014,20.55280200,2.880,8.65000,M-R relationship,0.000000,,5676.00,1.07,0.94,0.180,[Fe/H],716.0250000
Kepler-178 d,Kepler-178,1,3,Transit,2014,96.67898800,3.950,14.80000,M-R relationship,0.000000,,5676.00,1.07,0.94,0.180,[Fe/H],716.0250000
Kepler-1780 b,Kepler-1780,1,1,Transit,2021,109.44499970,3.606,12.70000,M-R relationship,0.000000,,5403.00,0.87,0.87,0.000,[Fe/H],790.5160000
Kepler-1781 b,Kepler-1781,1,1,Transit,2021,4.88752985,2.381,6.26000,M-R relationship,0.000000,,5568.00,0.96,1.05,0.440,[Fe/H],962.6300000
Kepler-1782 b,Kepler-1782,1,1,Transit,2021,5.75622988,2.229,5.60000,M-R relationship,0.000000,,4931.00,0.73,0.79,0.000,[Fe/H],305.7920000
Kepler-1783 b,Kepler-1783,1,1,Transit,2021,8.27744007,1.319,2.30000,M-R relationship,0.000000,,5129.00,1.78,0.89,-0.160,[Fe/H],264.0780000
Kepler-1784 b,Kepler-1784,1,1,Transit,2021,13.59049988,2.799,8.24000,M-R relationship,0.000000,,5442.00,0.97,0.89,0.100,[Fe/H],883.0450000
Kepler-1785 b,Kepler-1785,1,1,Transit,2021,19.58550072,2.704,7.77000,M-R relationship,0.000000,,5618.00,1.00,0.91,0.000,[Fe/H],745.7400000
Kepler-1786 b,Kepler-1786,1,1,Transit,2021,78.54609680,3.163,10.10000,M-R relationship,0.000000,,5808.00,1.40,1.06,0.140,[Fe/H],863.9090000
Kepler-1787 b,Kepler-1787,1,1,Transit,2021,39.31370163,2.319,5.99000,M-R relationship,0.000000,,6060.00,0.93,1.01,-0.220,[Fe/H],778.6020000
Kepler-1788 b,Kepler-1788,1,1,Transit,2021,2.80012011,2.379,6.25000,M-R relationship,0.000000,,4786.00,0.70,0.69,-0.200,[Fe/H],560.4450000
Kepler-1789 b,Kepler-1789,1,1,Transit,2021,80.23190308,2.831,8.40000,M-R relationship,0.000000,,5436.00,0.89,0.92,0.120,[Fe/H],611.4610000
Kepler-179 b,Kepler-179,1,2,Transit,2014,2.73592600,1.640,3.33000,M-R relationship,0.000000,,5302.00,0.76,0.84,0.123,[M/H],605.6800000
Kepler-179 c,Kepler-179,1,2,Transit,2014,6.40013000,2.000,4.66000,M-R relationship,0.000000,,5302.00,0.76,0.84,0.123,[M/H],605.6800000
Kepler-1790 b,Kepler-1790,1,1,Transit,2021,31.58889961,3.145,10.00000,M-R relationship,0.000000,,5866.00,1.37,1.02,0.000,[Fe/H],1070.1700000
Kepler-1791 b,Kepler-1791,1,1,Transit,2021,7.72086000,3.121,9.91000,M-R relationship,0.000000,,5887.00,1.18,0.98,-0.060,[Fe/H],602.2180000
Kepler-1792 b,Kepler-1792,1,1,Transit,2021,4.19577980,2.520,6.89000,M-R relationship,0.000000,,5229.00,1.00,0.88,0.320,[Fe/H],601.0290000
Kepler-1793 b,Kepler-1793,1,1,Transit,2021,8.77999973,3.790,13.80000,M-R relationship,0.000000,,5191.00,0.76,0.85,-0.060,[Fe/H],1189.8800000
Kepler-1794 b,Kepler-1794,1,1,Transit,2021,9.76298046,1.794,3.87000,M-R relationship,0.000000,,5052.00,0.82,0.77,0.020,[Fe/H],561.2290000
Kepler-1795 b,Kepler-1795,1,1,Transit,2021,13.36019993,1.663,3.40000,M-R relationship,0.000000,,4500.00,0.69,0.77,0.280,[Fe/H],
Kepler-1796 b,Kepler-1796,1,1,Transit,2021,29.45579910,2.750,8.00000,M-R relationship,0.000000,,6036.00,0.95,1.02,-0.160,[Fe/H],825.8830000
Kepler-1797 b,Kepler-1797,1,1,Transit,2021,23.35939980,3.058,9.58000,M-R relationship,0.000000,,6244.00,1.01,1.07,-0.200,[Fe/H],1338.4900000
Kepler-1798 b,Kepler-1798,1,1,Transit,2021,16.85589981,2.309,5.94000,M-R relationship,0.000000,,3967.00,0.59,0.59,0.060,[Fe/H],395.1960000
Kepler-1799 b,Kepler-1799,1,1,Transit,2021,11.92969990,4.128,15.90000,M-R relationship,0.000000,,5831.00,0.92,1.02,0.000,[Fe/H],2254.6900000
Kepler-18 b,Kepler-18,1,3,Transit,2011,3.50472500,2.000,6.90000,Mass,0.000000,,5345.00,1.11,0.97,0.190,[Fe/H],433.0470000
Kepler-18 c,Kepler-18,1,3,Transit,2011,7.64159000,5.490,17.30000,Mass,0.000000,,5345.00,1.11,0.97,0.190,[Fe/H],433.0470000
Kepler-18 d,Kepler-18,1,3,Transit,2011,14.85888000,6.980,16.40000,Mass,0.000000,,5345.00,1.11,0.97,0.190,[Fe/H],433.0470000
Kepler-180 b,Kepler-180,1,2,Transit,2014,13.81712400,1.500,2.86000,M-R relationship,0.000000,,5731.00,1.06,0.95,0.030,[Fe/H],695.6500000
Kepler-180 c,Kepler-180,1,2,Transit,2014,41.88577500,3.010,9.32000,M-R relationship,0.000000,,5731.00,1.06,0.95,0.030,[Fe/H],695.6500000
Kepler-1800 b,Kepler-1800,1,1,Transit,2021,4.56202984,0.997,0.96100,M-R relationship,0.000000,,5343.00,2.51,1.33,0.080,[Fe/H],350.4550000
Kepler-1801 b,Kepler-1801,1,1,Transit,2021,10.44089985,2.709,7.80000,M-R relationship,0.000000,,5738.00,0.98,0.94,-0.060,[Fe/H],839.3320000
Kepler-1802 b,Kepler-1802,1,2,Transit,2021,15.45020008,1.671,3.43000,M-R relationship,0.000000,,4245.00,0.64,0.65,0.000,[Fe/H],636.6940000
Kepler-1802 c,Kepler-1802,1,2,Transit,2021,33.13610077,2.322,6.00000,M-R relationship,0.000000,,4245.00,0.64,0.65,0.000,[Fe/H],636.6940000
Kepler-1804 b,Kepler-1804,1,1,Transit,2021,12.28849983,1.596,3.18000,M-R relationship,0.000000,,5109.00,1.67,0.93,0.100,[Fe/H],434.4560000
Kepler-1805 b,Kepler-1805,1,1,Transit,2021,8.84794045,1.545,3.00000,M-R relationship,0.000000,,3867.00,0.55,0.58,0.100,[Fe/H],221.6390000
Kepler-1806 b,Kepler-1806,1,1,Transit,2021,9.03332043,2.356,6.15000,M-R relationship,0.000000,,5311.00,0.79,0.88,-0.040,[Fe/H],978.0660000
Kepler-1807 b,Kepler-1807,1,1,Transit,2021,10.86060047,2.704,7.77000,M-R relationship,0.000000,,6455.00,1.50,1.09,-0.360,[Fe/H],1299.3200000
Kepler-1808 b,Kepler-1808,1,1,Transit,2021,23.34040070,3.025,9.40000,M-R relationship,0.000000,,5530.00,0.89,0.77,-0.340,[Fe/H],1022.0100000
Kepler-1809 b,Kepler-1809,1,1,Transit,2021,3.75729990,1.513,2.90000,M-R relationship,0.000000,,4901.00,0.72,0.81,0.040,[Fe/H],409.6020000
Kepler-181 b,Kepler-181,1,2,Transit,2014,3.13787300,1.270,2.15000,M-R relationship,0.000000,,5333.00,0.75,0.85,-0.023,[M/H],609.2830000
Kepler-181 c,Kepler-181,1,2,Transit,2014,4.30214900,1.990,4.62000,M-R relationship,0.000000,,5333.00,0.75,0.85,-0.023,[M/H],609.2830000
Kepler-1810 b,Kepler-1810,1,1,Transit,2021,101.13300320,3.918,14.60000,M-R relationship,0.000000,,5492.00,1.02,0.92,0.160,[Fe/H],1009.8700000
Kepler-1811 b,Kepler-1811,1,1,Transit,2021,76.42230225,3.848,14.10000,M-R relationship,0.000000,,5561.00,1.19,0.95,0.160,[Fe/H],1390.5600000
Kepler-1812 b,Kepler-1812,1,1,Transit,2021,7.16521978,2.325,6.01000,M-R relationship,0.000000,,6174.00,1.10,1.16,0.100,[Fe/H],1409.1900000
Kepler-1813 b,Kepler-1813,1,1,Transit,2021,2.81816006,1.413,2.58000,M-R relationship,0.000000,,5167.00,0.79,0.81,-0.040,[Fe/H],
Kepler-1814 b,Kepler-1814,1,1,Transit,2021,2.93535996,2.370,6.21000,M-R relationship,0.000000,,4922.00,0.82,0.79,0.200,[Fe/H],726.3460000
Kepler-1815 b,Kepler-1815,1,1,Transit,2021,12.19139957,2.749,7.99000,M-R relationship,0.000000,,5516.00,0.97,0.86,-0.060,[Fe/H],1006.6300000
Kepler-1816 b,Kepler-1816,1,1,Transit,2021,91.50099945,1.968,4.53000,M-R relationship,0.000000,,5051.00,0.71,0.79,-0.240,[Fe/H],437.8230000
Kepler-1817 b,Kepler-1817,1,1,Transit,2021,44.29919815,2.273,5.79000,M-R relationship,0.000000,,5316.00,0.92,0.88,0.160,[Fe/H],748.5690000
Kepler-1818 b,Kepler-1818,1,1,Transit,2021,4.64490986,1.714,3.58000,M-R relationship,0.000000,,6047.00,1.13,1.02,-0.080,[Fe/H],1034.5900000
Kepler-1819 b,Kepler-1819,1,1,Transit,2021,16.48690033,3.904,14.50000,M-R relationship,0.000000,,6090.00,1.07,1.17,0.210,[Fe/H],1363.1900000
Kepler-182 b,Kepler-182,1,2,Transit,2014,9.82579200,2.580,7.18000,M-R relationship,0.000000,,6250.00,1.15,1.16,0.072,[M/H],1549.0900000
Kepler-182 c,Kepler-182,1,2,Transit,2014,20.68434200,3.430,11.60000,M-R relationship,0.000000,,6250.00,1.15,1.16,0.072,[M/H],1549.0900000
Kepler-1820 b,Kepler-1820,1,1,Transit,2021,31.03249931,3.119,9.90000,M-R relationship,0.000000,,5841.00,0.93,1.05,0.070,[Fe/H],1425.3900000
Kepler-1821 b,Kepler-1821,1,1,Transit,2021,16.45809937,2.592,7.24000,M-R relationship,0.000000,,5475.00,0.88,0.95,0.140,[Fe/H],799.6990000
Kepler-1822 b,Kepler-1822,1,1,Transit,2021,22.13339996,2.648,7.50000,M-R relationship,0.000000,,5165.00,0.70,0.78,-0.320,[Fe/H],897.5970000
Kepler-1823 b,Kepler-1823,1,1,Transit,2021,21.10339928,2.086,5.00000,M-R relationship,0.000000,,6000.00,1.13,1.07,0.060,[Fe/H],724.9710000
Kepler-1824 b,Kepler-1824,1,1,Transit,2021,95.61100006,2.381,6.26000,M-R relationship,0.000000,,6002.00,1.08,1.14,0.200,[Fe/H],1040.1000000
Kepler-1825 b,Kepler-1825,1,1,Transit,2021,1.02586997,1.422,2.61000,M-R relationship,0.000000,,5123.00,0.85,0.83,0.140,[Fe/H],430.2540000
